Student_ID,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Practiced,Gender,Performance_Index
4498,5,57,No,5,4,Male,39
4499,7,74,No,8,9,Male,66
4500,7,88,Yes,8,0,Female,78
4501,4,91,Yes,6,8,Female,75
4502,5,54,No,8,6,Female,37
4503,3,92,No,5,4,Male,71
4504,4,66,Yes,8,5,Male,47
4505,4,56,No,7,2,Female,37
4506,3,79,Yes,9,2,Female,63
4507,5,41,Yes,8,6,Male,26
4508,5,88,No,4,6,Male,71
4509,7,89,No,4,6,Female,80
4510,4,70,Yes,9,1,Female,54
4511,4,76,No,4,1,Male,57
4512,9,80,Yes,4,4,Female,75
4513,6,80,No,7,3,Female,67
4514,4,73,Yes,7,6,Male,57
4515,2,73,No,7,2,Male,52
4516,6,90,No,8,4,Male,78
4517,2,94,Yes,9,1,Male,72
4518,5,98,No,4,0,Female,78
4519,6,42,Yes,6,8,Male,30
4520,4,56,No,9,3,Female,40
4521,3,53,No,6,7,Female,35
4522,7,53,No,4,6,Male,41
4523,2,85,No,5,0,Female,61
4524,6,77,Yes,9,9,Male,69
4525,4,74,Yes,8,6,Male,55
4526,6,40,No,6,1,Female,24
4527,4,87,Yes,9,2,Female,72
4528,4,68,Yes,9,0,Male,52
4529,4,43,No,7,6,Female,26
4530,9,72,Yes,5,2,Male,66
4531,7,56,Yes,7,5,Male,45
4532,3,67,No,5,6,Female,47
4533,3,89,No,5,2,Male,68
4534,6,65,No,8,1,Female,49
4535,6,47,No,9,8,Female,37
4536,4,73,Yes,7,8,Male,61
4537,9,98,No,7,6,Female,97
4538,4,57,Yes,6,4,Female,38
4539,9,70,Yes,9,3,Female,69
4540,4,98,No,4,3,Female,79
4541,2,66,Yes,4,0,Male,45
4542,2,55,Yes,6,3,Male,29
4543,5,97,Yes,5,6,Male,86
4544,4,49,No,6,4,Male,29
4545,7,79,Yes,6,8,Male,72
4546,5,51,No,7,3,Female,37
4547,6,61,No,6,2,Male,51
4548,4,55,Yes,5,5,Male,39
4549,2,51,Yes,4,3,Male,24
4550,9,50,No,8,1,Female,47
4551,7,59,No,9,4,Female,52
4552,4,90,No,6,3,Male,75
4553,3,40,No,9,4,Male,18
4554,3,66,No,6,8,Male,44
4555,9,42,Yes,9,3,Female,37
4556,5,51,No,7,5,Female,37
4557,3,69,Yes,7,3,Male,50
4558,5,48,No,9,0,Female,34
4559,2,92,Yes,6,1,Female,68
4560,4,93,No,6,5,Male,76
4561,2,76,Yes,5,7,Female,53
4562,2,40,Yes,4,8,Female,16
4563,8,81,No,4,3,Male,70
4564,1,88,Yes,8,5,Male,62
4565,7,43,No,4,2,Female,33
4566,5,54,No,8,8,Male,40
4567,8,90,Yes,7,7,Male,85
4568,1,66,Yes,8,0,Female,43
4569,7,47,No,8,1,Female,40
4570,5,99,No,4,9,Female,83
4571,4,99,No,6,8,Male,86
4572,7,62,Yes,7,9,Male,54
4573,2,54,Yes,5,2,Female,32
4574,1,66,No,8,2,Male,40
4575,1,70,Yes,8,9,Female,45
4576,1,78,Yes,9,8,Male,56
4577,5,86,Yes,8,2,Male,71
4578,7,47,No,6,9,Female,38
4579,2,69,No,5,4,Female,45
4580,8,97,Yes,9,5,Male,93
4581,4,94,Yes,4,2,Male,73
4582,3,81,No,7,9,Female,63
4583,8,57,Yes,6,7,Male,54
4584,2,43,No,5,1,Female,18
4585,3,86,No,7,5,Male,65
4586,3,82,No,4,1,Female,64
4587,1,61,No,7,8,Male,35
4588,6,42,No,9,5,Male,31
4589,2,54,No,8,8,Female,26
4590,1,74,No,8,3,Female,46
4591,2,86,Yes,6,2,Female,65
4592,6,77,No,7,1,Female,72
4593,4,72,Yes,8,7,Male,59
4594,6,53,Yes,6,3,Female,39
4595,9,87,Yes,6,1,Male,85
4596,8,40,No,9,8,Female,35
4597,1,92,Yes,6,7,Female,67
4598,8,88,No,4,4,Male,78
4599,9,65,No,8,7,Female,64
4600,6,47,Yes,8,4,Female,34
4601,5,89,Yes,5,6,Male,70
4602,6,55,Yes,4,4,Female,42
4603,6,77,Yes,8,4,Female,61
4604,9,49,No,9,3,Male,45
4605,4,81,Yes,8,4,Female,66
4606,2,76,Yes,5,6,Male,56
4607,9,65,Yes,7,2,Female,63
4608,2,67,Yes,7,3,Male,44
4609,9,51,Yes,4,7,Female,46
4610,2,59,No,6,5,Male,34
4611,8,88,No,5,7,Male,85
4612,9,53,No,5,1,Female,46
4613,9,85,Yes,8,8,Male,84
4614,9,74,Yes,9,6,Female,74
4615,2,68,No,8,4,Female,41
4616,4,51,No,9,6,Female,30
4617,7,91,No,5,1,Female,82
4618,2,57,No,6,3,Female,30
4619,1,83,Yes,7,6,Male,59
4620,3,41,Yes,4,1,Male,17
4621,4,41,Yes,9,7,Female,26
4622,8,98,No,7,9,Male,94
4623,6,56,No,4,9,Male,46
4624,2,49,No,6,4,Female,26
4625,9,57,Yes,5,4,Male,54
4626,2,61,Yes,6,7,Male,42
4627,5,58,No,9,0,Female,42
4628,4,97,Yes,5,5,Male,80
4629,7,92,No,8,1,Female,85
4630,8,40,No,4,0,Female,26
4631,5,63,No,8,6,Male,52
4632,5,75,Yes,5,3,Female,60
4633,2,64,No,4,0,Male,40
4634,8,75,No,4,9,Male,68
4635,2,70,Yes,8,5,Male,49
4636,6,70,No,4,9,Male,59
4637,8,41,No,5,5,Male,32
4638,6,58,Yes,9,2,Male,47
4639,4,92,No,9,5,Male,77
4640,4,51,No,5,9,Male,36
4641,6,49,No,8,8,Male,38
4642,4,70,Yes,6,5,Female,50
4643,8,84,No,5,0,Female,77
4644,9,61,No,9,9,Female,59
4645,1,62,No,5,5,Male,37
4646,4,91,Yes,4,7,Female,72
4647,4,62,Yes,4,6,Female,41
4648,2,54,Yes,5,7,Male,34
4649,6,65,No,8,7,Female,54
4650,3,42,Yes,6,8,Female,21
4651,7,62,No,4,2,Male,50
4652,5,59,Yes,9,6,Female,49
4653,4,84,Yes,4,5,Male,71
4654,5,79,Yes,9,1,Female,64
4655,8,96,Yes,6,4,Male,90
4656,3,78,No,4,2,Female,57
4657,7,95,Yes,8,4,Male,84
4658,6,47,No,9,8,Male,36
4659,1,57,No,4,7,Male,34
4660,7,80,No,4,8,Female,70
4661,7,45,Yes,5,8,Male,39
4662,1,66,Yes,8,7,Female,42
4663,9,75,No,8,7,Female,69
4664,6,54,Yes,5,5,Female,44
4665,2,76,No,9,5,Male,54
4666,5,97,Yes,7,5,Male,87
4667,4,44,Yes,6,9,Female,28
4668,7,78,No,8,5,Female,70
4669,8,48,Yes,7,8,Male,44
4670,1,46,No,9,9,Female,23
4671,5,80,No,6,0,Female,61
4672,3,59,Yes,8,9,Male,43
4673,1,49,Yes,4,5,Female,22
4674,3,65,Yes,8,7,Female,47
4675,6,43,No,6,0,Female,31
4676,7,77,Yes,7,5,Female,71
4677,8,63,Yes,4,8,Male,59
4678,4,53,Yes,6,5,Male,37
4679,3,80,Yes,9,1,Female,58
4680,5,40,No,6,0,Male,24
4681,9,56,Yes,8,3,Female,52
4682,6,84,No,9,5,Female,74
4683,9,63,Yes,5,9,Female,60
4684,6,66,Yes,5,9,Female,59
4685,2,46,Yes,4,8,Male,20
4686,5,48,No,6,4,Female,33
4687,9,82,No,7,6,Male,80
4688,8,74,Yes,4,5,Female,67
4689,7,97,No,9,5,Female,90
4690,1,51,No,4,8,Male,29
4691,4,60,Yes,8,4,Female,44
4692,7,42,Yes,9,1,Male,37
4693,7,54,Yes,7,7,Female,45
4694,6,60,Yes,6,2,Male,50
4695,8,49,Yes,9,8,Female,44
4696,6,72,Yes,6,4,Female,59
4697,3,85,No,6,0,Male,60
4698,4,98,Yes,4,3,Female,78
4699,3,91,Yes,8,8,Female,73
4700,1,45,Yes,4,0,Female,20
4701,5,41,Yes,5,7,Male,26
4702,1,68,No,5,7,Female,42
4703,1,94,No,6,8,Female,71
4704,2,79,No,8,8,Male,57
4705,4,72,Yes,9,5,Female,55
4706,6,43,Yes,6,4,Female,29
4707,8,98,No,9,6,Female,96
4708,3,43,No,6,8,Female,23
4709,1,68,Yes,4,4,Male,42
4710,3,76,Yes,6,2,Male,54
4711,3,99,Yes,6,8,Male,83
4712,5,99,Yes,8,9,Male,91
4713,4,59,Yes,8,0,Female,42
4714,4,80,No,9,0,Female,65
4715,9,62,Yes,8,9,Male,60
4716,7,84,No,6,3,Male,77
4717,4,57,Yes,8,1,Female,41
4718,3,88,No,8,6,Female,67
4719,6,64,No,7,1,Male,53
4720,3,40,No,7,6,Male,21
4721,6,93,Yes,5,7,Male,82
4722,9,54,Yes,4,7,Female,52
4723,6,73,Yes,4,2,Female,60
4724,4,87,No,8,8,Female,71
4725,5,59,No,5,9,Male,45
4726,6,93,Yes,5,9,Female,82
4727,3,76,No,9,9,Female,57
4728,8,66,No,7,5,Female,63
4729,4,61,No,5,3,Male,41
4730,8,90,No,6,7,Male,84
4731,3,44,Yes,9,3,Female,24
4732,7,73,No,8,3,Male,63
4733,9,78,Yes,6,7,Female,79
4734,4,42,No,4,3,Female,20
4735,8,56,No,7,0,Male,50
4736,3,63,Yes,6,5,Female,43
4737,7,63,No,8,7,Male,56
4738,3,42,Yes,6,2,Male,21
4739,7,84,Yes,6,1,Male,76
4740,6,46,Yes,5,5,Male,34
4741,2,64,Yes,7,0,Female,42
4742,3,95,Yes,4,4,Male,78
4743,6,42,Yes,8,5,Female,28
4744,4,54,Yes,9,7,Male,39
4745,6,68,No,9,6,Male,56
4746,1,89,Yes,8,5,Male,63
4747,1,68,No,4,1,Male,38
4748,3,49,No,8,7,Male,29
4749,8,71,No,5,7,Female,67
4750,8,62,Yes,9,4,Male,57
4751,4,78,Yes,9,2,Female,63
4752,6,48,No,6,7,Male,38
4753,8,76,Yes,5,4,Male,68
4754,7,91,No,9,2,Female,82
4755,7,79,No,5,8,Female,70
4756,4,53,No,5,8,Male,32
4757,9,43,Yes,4,6,Male,43
4758,6,59,No,9,7,Female,49
4759,3,67,Yes,7,4,Female,49
4760,5,53,No,4,4,Female,36
4761,5,83,Yes,4,4,Male,69
4762,5,73,No,5,1,Male,57
4763,8,52,Yes,7,2,Male,47
4764,9,70,No,4,7,Female,69
4765,9,72,Yes,7,5,Female,65
4766,6,91,Yes,9,8,Male,84
4767,6,78,Yes,5,6,Female,66
4768,9,67,No,4,5,Male,60
4769,4,64,No,7,3,Female,44
4770,6,71,No,8,6,Female,61
4771,4,48,Yes,4,3,Male,30
4772,1,67,Yes,4,6,Female,39
4773,7,97,No,4,4,Male,85
4774,6,70,No,7,1,Male,58
4775,9,56,Yes,6,6,Male,53
4776,7,92,No,9,7,Male,86
4777,7,62,Yes,4,9,Female,55
4778,2,52,Yes,8,1,Female,32
4779,9,94,Yes,8,5,Female,94
4780,9,49,No,5,3,Male,41
4781,6,55,Yes,6,4,Male,43
4782,3,45,No,6,0,Female,25
4783,1,87,Yes,7,5,Male,64
4784,4,50,No,5,7,Male,37
4785,3,97,No,7,1,Female,79
4786,1,91,Yes,5,0,Female,62
4787,3,42,Yes,9,8,Male,21
4788,4,67,Yes,6,1,Male,49
4789,8,80,Yes,9,7,Female,77
4790,9,54,No,7,4,Female,50
4791,3,99,No,5,1,Female,79
4792,6,52,No,6,4,Female,35
4793,5,81,No,6,8,Female,66
4794,6,91,No,4,5,Female,74
4795,4,95,Yes,7,2,Female,77
4796,6,84,Yes,4,7,Male,72
4797,7,56,No,6,0,Male,48
4798,9,46,Yes,7,8,Female,42
4799,7,67,Yes,7,8,Male,59
4800,6,77,Yes,9,3,Male,66
4801,1,52,Yes,8,7,Male,27
4802,2,99,Yes,5,2,Male,75
4803,1,56,Yes,8,5,Male,31
4804,9,54,No,8,9,Male,51
4805,9,75,Yes,6,9,Male,74
4806,7,67,Yes,9,7,Male,63
4807,2,54,No,5,8,Female,31
4808,6,85,No,8,7,Male,79
4809,4,92,No,8,8,Female,77
4810,1,50,Yes,7,3,Female,26
4811,1,95,No,6,9,Male,69
4812,5,70,Yes,8,0,Female,56
4813,2,43,No,5,6,Female,18
4814,4,74,Yes,4,9,Male,55
4815,1,73,Yes,4,3,Female,45
4816,4,91,No,6,0,Male,74
4817,6,66,Yes,4,2,Male,56
4818,4,49,Yes,7,6,Male,34
4819,1,69,Yes,7,2,Male,44
4820,7,84,Yes,5,0,Male,73
4821,2,59,No,9,6,Female,38
4822,9,68,No,6,7,Male,64
4823,3,97,No,6,4,Female,75
4824,8,92,Yes,4,5,Male,84
4825,8,68,No,8,2,Female,62
4826,3,62,No,8,4,Male,41
4827,4,96,Yes,9,2,Female,81
4828,2,89,No,8,1,Female,66
4829,4,60,No,9,6,Female,45
4830,9,87,No,5,9,Female,84
4831,2,82,Yes,6,6,Female,60
4832,3,49,No,4,7,Female,26
4833,4,80,No,5,0,Female,64
4834,5,51,No,7,1,Female,32
4835,1,69,Yes,7,1,Female,48
4836,7,90,Yes,7,2,Male,83
4837,7,72,No,9,6,Male,62
4838,9,57,No,9,6,Female,55
4839,4,53,No,6,6,Female,36
4840,6,61,Yes,7,0,Male,52
4841,2,60,Yes,9,1,Female,35
4842,4,40,No,9,7,Female,21
4843,2,88,No,8,8,Male,67
4844,5,82,Yes,9,9,Male,71
4845,7,91,Yes,7,6,Female,87
4846,1,99,No,5,0,Female,70
4847,7,54,Yes,7,3,Female,43
4848,6,75,No,8,9,Female,69
4849,6,86,No,7,7,Male,75
4850,8,93,Yes,4,4,Male,85
4851,8,61,No,8,0,Male,56
4852,6,71,No,6,6,Male,55
4853,3,97,No,7,5,Female,78
4854,5,85,No,9,8,Female,71
4855,2,93,No,5,3,Male,68
4856,5,72,No,7,3,Female,60
4857,9,97,No,5,7,Female,95
4858,1,80,Yes,4,3,Female,51
4859,5,98,Yes,6,2,Female,84
4860,6,78,No,9,6,Male,68
4861,7,62,Yes,8,4,Male,54
4862,9,82,No,8,8,Male,79
4863,6,94,No,6,4,Male,83
4864,5,41,Yes,4,8,Male,28
4865,7,41,No,4,5,Female,31
4866,1,77,No,7,5,Female,50
4867,5,94,Yes,4,5,Female,79
4868,2,90,Yes,7,6,Female,64
4869,4,68,Yes,5,3,Male,53
4870,7,91,Yes,6,3,Female,81
4871,5,85,Yes,5,8,Female,70
4872,6,99,Yes,5,6,Male,85
4873,2,42,No,5,9,Female,20
4874,3,78,Yes,5,5,Male,60
4875,7,46,Yes,8,0,Female,36
4876,2,75,No,4,6,Male,49
4877,6,68,No,6,5,Female,56
4878,5,94,Yes,6,3,Female,79
4879,1,76,No,9,7,Female,53
4880,4,88,No,5,6,Male,70
4881,2,97,No,6,7,Male,74
4882,4,75,No,7,8,Male,60
4883,1,62,No,6,0,Male,32
4884,2,84,No,5,2,Female,59
4885,8,55,No,6,1,Female,48
4886,6,87,Yes,4,2,Female,74
4887,2,70,No,5,1,Male,46
4888,6,73,Yes,8,5,Male,63
4889,9,89,No,4,8,Male,87
4890,7,40,No,6,1,Male,29
4891,9,57,Yes,8,3,Male,51
4892,5,97,No,9,4,Male,81
4893,7,79,No,4,4,Male,70
4894,7,82,Yes,9,0,Male,75
4895,3,95,No,7,5,Male,75
4896,7,95,No,4,4,Female,85
4897,1,54,Yes,8,5,Male,28
4898,9,87,Yes,9,3,Female,84
4899,6,88,No,7,5,Female,76
4900,5,56,Yes,9,8,Male,43
4901,7,83,No,6,0,Male,73
4902,5,49,No,5,5,Male,33
4903,5,59,Yes,9,0,Male,45
4904,7,45,Yes,6,6,Female,38
4905,7,47,Yes,5,3,Female,39
4906,3,84,Yes,5,5,Female,67
4907,3,73,No,8,6,Male,53
4908,3,71,Yes,7,4,Male,50
4909,6,90,Yes,7,8,Male,80
4910,6,93,No,4,7,Female,80
4911,3,81,No,6,2,Male,60
4912,3,43,No,8,0,Male,23
4913,8,83,No,9,9,Female,80
4914,8,89,No,6,7,Male,83
4915,7,78,No,9,3,Male,72
4916,4,59,No,9,6,Female,46
4917,4,63,No,9,3,Female,45
4918,3,63,No,4,6,Female,42
4919,5,94,Yes,4,0,Male,78
4920,3,65,Yes,8,0,Male,43
4921,8,64,No,4,1,Male,55
4922,7,75,Yes,8,4,Male,67
4923,3,46,No,4,9,Male,28
4924,9,49,No,7,5,Male,48
4925,5,97,No,8,1,Male,81
4926,9,86,No,7,0,Male,84
4927,7,51,Yes,7,8,Female,41
4928,7,40,Yes,8,6,Female,31
4929,6,91,No,6,7,Female,83
4930,2,89,Yes,5,5,Female,70
4931,9,64,Yes,4,8,Male,57
4932,6,55,No,9,7,Male,45
4933,8,44,No,4,3,Female,37
4934,1,58,Yes,9,4,Male,33
4935,5,43,Yes,6,1,Female,28
4936,1,45,No,5,0,Female,16
4937,8,65,No,6,5,Female,60
4938,8,88,Yes,5,2,Male,81
4939,1,78,No,8,3,Male,54
4940,9,95,No,8,0,Male,94
4941,2,94,No,9,5,Male,74
4942,9,78,Yes,7,7,Female,76
4943,1,48,Yes,7,9,Male,19
4944,9,84,No,9,3,Female,83
4945,4,91,Yes,8,9,Female,73
4946,9,53,No,9,7,Male,52
4947,7,87,Yes,7,9,Female,81
4948,6,94,Yes,9,2,Male,84
4949,5,48,Yes,8,6,Female,35
4950,9,54,No,6,2,Female,53
4951,2,76,No,4,5,Female,55
4952,2,89,No,8,3,Male,66
4953,9,92,Yes,9,5,Male,87
4954,3,59,No,8,6,Female,43
4955,8,47,No,8,7,Female,39
4956,9,71,No,7,5,Female,68
4957,8,86,No,9,3,Female,81
4958,4,60,Yes,7,8,Male,45
4959,1,96,No,9,6,Female,75
4960,4,80,No,7,8,Female,64
4961,9,58,Yes,7,2,Female,54
4962,2,68,No,6,4,Male,45
4963,3,97,Yes,8,0,Male,75
4964,8,70,Yes,6,7,Female,64
4965,6,93,Yes,7,0,Female,81
4966,8,45,No,6,0,Female,39
4967,7,43,Yes,8,6,Female,38
4968,5,82,Yes,8,7,Male,72
4969,9,68,Yes,7,2,Male,67
4970,4,81,No,8,1,Male,66
4971,6,42,Yes,6,6,Male,32
4972,2,40,Yes,5,9,Female,17
4973,2,83,Yes,8,4,Male,59
4974,2,94,No,6,0,Female,70
4975,7,54,Yes,6,1,Female,41
4976,2,86,Yes,6,2,Female,62
4977,2,60,No,8,5,Female,38
4978,9,85,No,5,0,Female,81
4979,7,97,No,7,7,Male,88
4980,3,70,Yes,7,1,Male,46
4981,3,46,Yes,8,4,Male,25
4982,7,56,Yes,8,7,Female,48
4983,5,95,Yes,4,4,Female,81
4984,6,58,No,9,7,Male,49
4985,8,78,Yes,5,5,Female,72
4986,9,99,No,6,6,Male,96
4987,1,42,Yes,9,7,Female,17
4988,3,69,Yes,6,2,Female,48
4989,7,74,Yes,9,4,Male,69
4990,6,97,No,7,9,Female,85
4991,7,96,No,9,6,Female,85
4992,8,68,No,8,8,Female,64
4993,6,89,No,5,5,Male,79
4994,3,91,Yes,7,9,Male,74
4995,2,93,Yes,9,0,Female,69
4996,7,53,Yes,5,7,Female,44
4997,1,74,Yes,8,5,Male,50
4998,3,67,Yes,6,0,Female,48
4999,4,97,No,4,3,Male,77
5000,1,69,No,5,5,Male,46
5001,5,65,Yes,6,9,Female,51
5002,3,46,Yes,5,0,Male,23
5003,2,78,Yes,5,9,Male,56
5004,3,70,Yes,5,4,Female,47
5005,8,44,No,8,2,Male,42
5006,6,74,Yes,7,6,Female,64
5007,7,89,Yes,5,7,Female,80
5008,6,86,Yes,8,2,Female,73
5009,6,91,Yes,4,9,Female,80
5010,3,53,No,7,2,Female,34
5011,8,75,Yes,8,2,Male,69
5012,7,66,No,4,5,Male,54
5013,7,63,No,7,5,Male,56
5014,6,79,Yes,8,2,Female,66
5015,5,68,Yes,4,5,Female,53
5016,8,92,Yes,8,8,Male,89
5017,5,84,Yes,4,7,Male,70
5018,9,61,Yes,5,6,Female,59
5019,9,47,No,5,6,Male,41
5020,1,54,No,7,7,Female,28
5021,6,88,No,4,6,Male,75
5022,7,44,No,5,2,Male,34
5023,3,91,No,7,7,Male,68
5024,7,43,Yes,6,7,Male,32
5025,7,50,Yes,5,0,Female,44
5026,2,57,No,5,9,Male,35
5027,7,81,Yes,9,4,Female,74
5028,1,88,Yes,8,4,Male,64
5029,5,69,No,6,0,Female,57
5030,9,54,No,4,5,Male,46
5031,7,45,No,7,5,Female,36
5032,7,94,Yes,6,3,Male,85
5033,2,92,No,4,5,Male,71
5034,8,55,No,5,5,Female,49
5035,3,86,Yes,9,0,Female,71
5036,8,79,Yes,7,4,Male,76
5037,3,48,No,7,1,Female,26
5038,7,82,Yes,6,6,Female,74
5039,2,98,No,8,8,Male,78
5040,4,73,Yes,4,8,Male,59
5041,6,66,No,9,8,Male,55
5042,9,52,Yes,9,6,Female,51
5043,5,75,Yes,6,6,Female,57
5044,9,66,Yes,8,0,Male,63
5045,5,48,No,8,5,Female,37
5046,8,44,No,8,4,Male,41
5047,1,90,No,7,7,Male,67
5048,7,61,Yes,4,7,Male,56
5049,4,70,Yes,4,3,Male,51
5050,5,42,Yes,6,0,Male,26
5051,6,69,No,5,5,Female,56
5052,5,60,Yes,6,9,Male,48
5053,1,74,No,4,0,Male,52
5054,9,45,No,7,4,Male,42
5055,2,67,No,6,4,Male,41
5056,9,71,No,5,2,Female,64
5057,2,81,No,9,4,Male,57
5058,9,76,Yes,6,5,Male,72
5059,6,64,Yes,8,4,Female,52
5060,9,71,Yes,5,0,Female,67
5061,6,74,Yes,8,6,Male,61
5062,6,61,Yes,7,2,Male,51
5063,2,63,Yes,4,6,Male,42
5064,8,78,No,6,4,Female,71
5065,3,93,Yes,6,2,Male,74
5066,7,69,No,8,5,Female,62
5067,5,89,No,8,0,Male,76
5068,3,71,No,4,5,Female,50
5069,1,70,No,6,3,Male,42
5070,8,62,No,4,3,Female,55
5071,3,79,Yes,8,4,Male,60
5072,2,72,Yes,9,8,Male,52
5073,1,64,Yes,8,0,Female,36
5074,4,75,No,5,2,Female,53
5075,8,63,Yes,8,3,Male,54
5076,3,70,Yes,8,1,Female,47
5077,1,97,No,9,8,Male,70
5078,4,78,No,4,6,Male,62
5079,9,85,Yes,5,0,Male,82
5080,1,52,No,5,8,Female,26
5081,2,49,No,6,5,Male,25
5082,9,62,No,9,1,Male,55
5083,2,57,Yes,7,0,Female,34
5084,3,71,No,6,5,Female,51
5085,7,72,No,6,6,Male,63
5086,3,75,No,6,9,Male,54
5087,9,67,No,5,5,Male,62
5088,6,55,No,4,6,Male,43
5089,3,55,Yes,8,5,Male,34
5090,9,57,Yes,5,7,Female,56
5091,1,47,No,8,1,Female,24
5092,3,81,No,8,8,Male,65
5093,1,55,Yes,7,8,Male,31
5094,2,94,Yes,6,8,Male,72
5095,8,95,No,7,6,Male,90
5096,7,50,No,6,8,Female,43
5097,2,45,Yes,5,0,Male,23
5098,2,40,No,8,2,Male,18
5099,9,51,No,7,1,Male,44
5100,6,96,Yes,9,0,Female,84
5101,5,77,Yes,5,4,Female,62
5102,6,67,Yes,5,0,Male,56
5103,9,84,Yes,9,2,Male,87
5104,7,97,No,6,5,Female,89
5105,9,56,No,8,5,Male,55
5106,4,40,No,6,2,Female,18
5107,2,71,No,6,3,Male,46
5108,8,47,Yes,5,6,Female,42
5109,4,93,Yes,6,5,Female,72
5110,9,79,No,4,1,Female,75
5111,4,95,No,9,8,Female,79
5112,8,82,No,9,5,Male,78
5113,9,85,Yes,8,1,Female,81
5114,9,63,Yes,9,6,Female,63
5115,4,49,Yes,6,9,Male,35
5116,1,86,No,6,9,Male,63
5117,3,78,No,7,3,Male,59
5118,9,78,No,8,0,Male,76
5119,4,49,Yes,8,9,Male,33
5120,5,75,No,9,8,Female,62
5121,7,64,Yes,6,9,Female,58
5122,5,99,No,4,7,Male,82
5123,4,89,No,7,4,Male,73
5124,2,98,Yes,4,2,Female,75
5125,2,96,Yes,6,3,Male,71
5126,4,49,No,8,2,Male,30
5127,9,58,Yes,8,9,Male,58
5128,8,85,Yes,4,7,Female,80
5129,3,84,Yes,5,4,Male,65
5130,9,54,Yes,6,7,Female,51
5131,5,55,Yes,8,0,Male,44
5132,3,41,No,9,8,Male,23
5133,5,68,No,5,9,Female,56
5134,4,43,No,8,2,Female,25
5135,8,92,No,9,0,Female,89
5136,5,89,Yes,8,2,Female,75
5137,8,68,No,5,1,Male,60
5138,9,70,Yes,4,6,Female,64
5139,4,56,No,6,9,Male,40
5140,7,49,No,5,3,Male,37
5141,2,66,Yes,5,6,Male,42
5142,6,92,No,8,2,Male,78
5143,8,80,No,9,5,Female,72
5144,7,54,No,5,6,Male,44
5145,7,99,No,6,6,Male,89
5146,8,83,No,4,4,Male,77
5147,7,70,No,9,5,Female,62
5148,5,60,No,4,2,Male,46
5149,7,99,Yes,4,3,Male,94
5150,3,98,No,6,5,Male,80
5151,5,97,No,8,2,Female,83
5152,7,80,No,9,6,Male,74
5153,9,85,No,9,2,Male,85
5154,2,84,No,6,8,Male,61
5155,4,99,No,9,3,Male,85
5156,7,65,Yes,5,1,Female,58
5157,1,77,No,7,5,Male,52
5158,2,90,No,7,8,Male,69
5159,9,75,Yes,7,9,Male,78
5160,7,91,Yes,4,9,Male,82
5161,7,56,No,9,1,Male,47
5162,6,90,No,6,3,Female,79
5163,3,42,No,9,4,Female,21
5164,3,53,Yes,6,8,Male,33
5165,2,88,Yes,9,6,Male,65
5166,6,52,No,4,4,Female,35
5167,4,80,No,5,5,Male,63
5168,5,66,Yes,7,8,Male,50
5169,3,40,Yes,7,3,Female,18
5170,6,96,Yes,9,1,Female,88
5171,3,56,Yes,4,4,Female,35
5172,8,87,No,7,6,Female,82
5173,9,89,Yes,9,3,Male,87
5174,4,73,Yes,8,0,Female,59
5175,9,53,No,9,7,Female,56
5176,7,93,Yes,6,4,Female,86
5177,3,94,No,7,9,Female,70
5178,7,98,Yes,7,1,Female,90
5179,1,56,No,8,2,Female,28
5180,3,42,Yes,5,9,Female,21
5181,6,73,No,9,9,Female,64
5182,4,79,No,5,4,Female,61
5183,7,64,Yes,9,3,Female,54
5184,3,41,No,8,8,Female,20
5185,1,73,No,5,8,Female,49
5186,9,65,Yes,4,7,Female,65
5187,6,70,No,8,1,Male,61
5188,8,48,No,9,4,Male,40
5189,3,69,Yes,6,7,Female,49
5190,8,59,Yes,6,7,Female,52
5191,2,60,No,6,6,Female,38
5192,4,68,No,9,3,Female,51
5193,3,98,No,7,2,Male,76
5194,1,64,No,8,7,Female,42
5195,7,77,No,8,7,Female,68
5196,2,97,Yes,5,9,Female,77
5197,4,83,No,8,4,Male,65
5198,9,64,Yes,8,2,Male,63
5199,6,48,Yes,5,4,Female,35
5200,8,78,Yes,8,3,Female,71
5201,2,83,Yes,8,7,Female,64
5202,7,65,No,4,1,Female,53
5203,6,96,No,9,7,Male,87
5204,9,76,No,5,9,Male,71
5205,7,55,Yes,4,5,Female,43
5206,1,76,Yes,7,3,Male,54
5207,8,51,No,5,2,Male,44
5208,3,63,Yes,9,9,Female,45
5209,2,65,No,8,4,Male,42
5210,3,59,Yes,8,5,Female,38
5211,6,48,Yes,4,0,Female,36
5212,3,62,Yes,4,0,Female,43
5213,5,78,Yes,7,9,Male,67
5214,6,68,Yes,7,2,Male,58
5215,8,70,Yes,9,1,Female,64
5216,7,58,Yes,8,0,Male,51
5217,8,59,No,6,7,Female,57
5218,3,62,No,7,0,Female,40
5219,4,82,Yes,8,9,Female,68
5220,6,66,Yes,7,7,Female,58
5221,7,69,No,5,4,Male,63
5222,9,60,Yes,4,3,Female,56
5223,1,83,No,8,7,Female,60
5224,8,74,No,7,7,Male,68
5225,8,88,No,4,7,Female,82
5226,6,46,No,6,2,Female,33
5227,4,61,No,7,7,Female,47
5228,3,49,Yes,8,0,Female,32
5229,3,62,Yes,5,3,Male,39
5230,6,54,No,4,4,Female,41
5231,8,69,Yes,4,5,Male,61
